College ID,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,State,College Type,Management Type,Expected Salary,Salary Tier,Entrance Test
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,1,1,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,1,1,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1,2,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,2,2,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0237,National Institute Of Technology Karnataka Surathkal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,2,2,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1170751,1,JEE Main
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1,3,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,3,3,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,3,3,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,3,3,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,3,3,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0517,Indian Institute Of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,4,4,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2192875,1,JEE Advanced
U-0517,Indian Institute Of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,4,4,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2192875,1,JEE Advanced
U-0456,Indian Institute Of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,4,4,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1628770,1,JEE Advanced
U-0456,Indian Institute Of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,4,4,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1628770,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,5,5,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0013,Indian Institute Of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,5,5,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1911000,1,JEE Advanced
U-0025,National Institute Of Technology Warangal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST (PwD),Gender-Neutral,5,5,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1260546,1,JEE Main
U-0573,Indian Institute Of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,6,6,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0517,Indian Institute Of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,6,6,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2192875,1,JEE Advanced
U-0053,Indian Institute Of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,6,6,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2164500,1,JEE Advanced
U-0357,National Institute Of Technology Rourkela,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,6,6,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),7,7,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0573,Indian Institute Of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,7,7,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0357,National Institute Of Technology Rourkela,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,7,7,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0517,Indian Institute Of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Female-only (including Supernumerary),8,8,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2192875,1,JEE Advanced
U-0560,Indian Institute Of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,8,8,Uttarakhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1700000,1,JEE Advanced
U-0573,Indian Institute Of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,7,9,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0573,Indian Institute Of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,9,9,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,10,10,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0573,Indian Institute Of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,10,10,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0560,Indian Institute Of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,10,10,Uttarakhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1700000,1,JEE Advanced
U-0025,National Institute Of Technology Warangal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,10,10,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1260546,1,JEE Main
U-0100,Indian Institute Of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,11,11,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0517,Indian Institute Of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,6,11,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2192875,1,JEE Advanced
U-0237,National Institute Of Technology Karnataka Surathkal,"Information Technology (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,11,11,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1170751,1,JEE Main
U-0100,Indian Institute Of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,12,12,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0116,School Of Planning And Architecture New Delhi,"Planning (4 Years, Bachelor of Planning)",AI,OPEN (PwD),Gender-Neutral,12,12,Delhi,,Government Funded Technical Institute,,,JEE Main
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1,13,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0053,Indian Institute Of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,13,13,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2164500,1,JEE Advanced
U-0701,Indian Institute Of Technology (Banaras Hindu University) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,14,14,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1533760,1,JEE Advanced
U-0530,Motilal Nehru National Institute Of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,15,15,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1136400,1,JEE Main
U-0273,Indian Institute Of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,16,16,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1666665,1,JEE Advanced
U-0530,Motilal Nehru National Institute Of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,16,16,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1136400,1,JEE Main
U-0467,National Institute Of Technology Tiruchirappalli,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),17,17,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1057320,1,JEE Main
U-0100,Indian Institute Of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,18,18,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0560,Indian Institute Of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,13,18,Uttarakhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1700000,1,JEE Advanced
U-0263,National Institute Of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,18,18,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1054944,1,JEE Main
U-0013,Indian Institute Of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,19,19,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1911000,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),20,20,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0237,National Institute Of Technology Karnataka Surathkal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST (PwD),Gender-Neutral,20,20,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1170751,1,JEE Main
U-0306,Indian Institute Of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,21,21,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0577,National Institute Of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,21,21,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,803034,1,JEE Main
U-0273,Indian Institute Of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,14,22,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1666665,1,JEE Advanced
U-0573,Indian Institute Of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,20,22,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0013,Indian Institute Of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,22,22,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1911000,1,JEE Advanced
U-0530,Motilal Nehru National Institute Of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,22,22,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1136400,1,JEE Main
U-0263,National Institute Of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,22,22,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1054944,1,JEE Main
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7,23,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,23,23,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,14,23,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0013,Indian Institute Of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,23,23,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1911000,1,JEE Advanced
U-0357,National Institute Of Technology Rourkela,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,23,23,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0357,National Institute Of Technology Rourkela,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,23,23,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0467,National Institute Of Technology Tiruchirappalli,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),Female-only (including Supernumerary),23,23,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1057320,1,JEE Main
U-0149,Sardar Vallabhbhai National Institute Of Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,23,23,Gujarat,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,753260,1,JEE Main
U-0025,National Institute Of Technology Warangal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,24,24,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1260546,1,JEE Main
U-0100,Indian Institute Of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,25,25,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0263,National Institute Of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Female-only (including Supernumerary),25,25,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1054944,1,JEE Main
U-0172,National Institute Of Technology Kurukshetra,"Information Technology (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,25,25,Haryana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1011890,1,JEE Main
U-0053,Indian Institute Of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,26,26,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2164500,1,JEE Advanced
U-0530,Motilal Nehru National Institute Of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST (PwD),Gender-Neutral,26,26,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1136400,1,JEE Main
U-0467,National Institute Of Technology Tiruchirappalli,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,26,26,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1057320,1,JEE Main
U-0100,Indian Institute Of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,27,27,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0025,National Institute Of Technology Warangal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,27,27,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1260546,1,JEE Main
U-0100,Indian Institute Of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,28,28,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0395,Indian Institute Of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,29,29,Rajasthan,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1500000,1,JEE Advanced
U-0456,Indian Institute Of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5,29,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1628770,1,JEE Advanced
U-0560,Indian Institute Of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,29,29,Uttarakhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1700000,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,14,30,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0573,Indian Institute Of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,30,30,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0456,Indian Institute Of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,30,30,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1628770,1,JEE Advanced
U-0410,Malaviya National Institute Of Technology Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,30,30,Rajasthan,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,763650,1,JEE Main
U-0355,Indian Institute Of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,31,31,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1481100,1,JEE Advanced
U-0053,Indian Institute Of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Female-only (including Supernumerary),31,31,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2164500,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1,32,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0013,Indian Institute Of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,32,32,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1911000,1,JEE Advanced
U-0072,National Institute Of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,32,32,Bihar,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,988400,1,JEE Main
U-0357,National Institute Of Technology Rourkela,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,32,32,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0357,National Institute Of Technology Rourkela,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Female-only (including Supernumerary),32,32,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0055,National Institute Of Technology Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,33,33,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1031250,1,JEE Main
U-0357,National Institute Of Technology Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,34,34,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,24,35,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,35,35,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0467,National Institute Of Technology Tiruchirappalli,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,35,35,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1057320,1,JEE Main
U-0092,National Institute Of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,36,36,Chhattisgarh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,766710,1,JEE Main
U-0374,Dr B R Ambedkar National Institute Of Technology Jalandhar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,37,37,Punjab,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,855627,1,JEE Main
U-0263,National Institute Of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),Female-only (including Supernumerary),38,38,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1054944,1,JEE Main
U-0284,Maulana Azad National Institute Of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,39,39,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,903320,1,JEE Main
U-0467,National Institute Of Technology Tiruchirappalli,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Female-only (including Supernumerary),39,39,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1057320,1,JEE Main
U-0306,Indian Institute Of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),16,40,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0701,Indian Institute Of Technology (Banaras Hindu University) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,27,40,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1533760,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,41,41,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
U-0467,National Institute Of Technology Tiruchirappalli,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,41,41,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1057320,1,JEE Main
U-0306,Indian Institute Of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,42,42,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0100,Indian Institute Of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,25,42,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2050000,1,JEE Advanced
